HCPCS_Cd,HCPCS_Desc,Brnd_Name,Gnrc_Name,Tot_Spndng_2020,Tot_Dsg_Unts_2020,Tot_Clms_2020,Tot_Benes_2020,Avg_Spndng_Per_Dsg_Unt_2020,Avg_Spndng_Per_Clm_2020,Avg_Spndng_Per_Bene_2020,Outlier_Flag_2020,Tot_Spndng_2021,Tot_Dsg_Unts_2021,Tot_Clms_2021,Tot_Benes_2021,Avg_Spndng_Per_Dsg_Unt_2021,Avg_Spndng_Per_Clm_2021,Avg_Spndng_Per_Bene_2021,Outlier_Flag_2021,Tot_Spndng_2022,Tot_Dsg_Unts_2022,Tot_Clms_2022,Tot_Benes_2022,Avg_Spndng_Per_Dsg_Unt_2022,Avg_Spndng_Per_Clm_2022,Avg_Spndng_Per_Bene_2022,Outlier_Flag_2022,Tot_Spndng_2023,Tot_Dsg_Unts_2023,Tot_Clms_2023,Tot_Benes_2023,Avg_Spndng_Per_Dsg_Unt_2023,Avg_Spndng_Per_Clm_2023,Avg_Spndng_Per_Bene_2023,Outlier_Flag_2023,Tot_Spndng_2024,Tot_Dsg_Unts_2024,Tot_Clms_2024,Tot_Benes_2024,Avg_Spndng_Per_Dsg_Unt_2024,Avg_Spndng_Per_Clm_2024,Avg_Spndng_Per_Bene_2024,Outlier_Flag_2024,Avg_DY24_ASP_Price,Chg_Avg_Spndng_Per_Dsg_Unt_23_24,CAGR_Avg_Spnd_Per_Dsg_Unt_20_24,spending_growth,is_new_drug
90371,Hepatitis b immune globulin for injection into muscle,HyperHEP B*,Hepatitis B Immune Globulin*,82202.82,856.0,147.0,83.0,96.03133178,559.2028571,990.3954217,0.0,63082.52,566.0,134.0,70.0,111.4532156,470.7650746,901.1788571,0.0,76696.89,565.0,149.0,69.0,135.746708,514.7442282,1111.54913,0.0,71285.73,550.0,142.0,59.0,129.6104182,502.0121831,1208.232712,0.0,53811.85,389.0,93,52.0,138.3338046,578.622043,1034.843269,0,140.67725,0.06730467,0.095541522,-23.259907628473098,False
90375,Rabies immune globulin for injection,HyperRAB*,Rabies Immune Globulin/PF*,8250491.09,31501.0,3069.0,3021.0,261.9120374,2688.332059,2731.046372,0.0,7771016.35,28617.0,2887.0,2868.0,271.5524461,2691.727174,2709.559397,0.0,8826899.47,31812.0,3189.0,3154.0,277.4707491,2767.920812,2798.636484,0.0,10115323.58,34896.0,3388.0,3369.0,289.8705749,2985.632698,3002.470638,0.0,10531197.21,37341.0,3634,3618.0,282.0277232,2897.962909,2910.778665,0,287.9305,-0.027056391,0.018671335,-5.811469096441388,False
90377,Rabies immune globulin for injection beneath the skin and/or into muscle,Kedrab,Rabies Immune Globulin/PF,,,,,,,,,41097.88,183.0,16.0,16.0,224.5785792,2568.6175,2568.6175,1.0,713054.99,3078.0,336.0,334.0,231.6617901,2122.18747,2134.89518,0.0,2018800.83,8585.0,864.0,862.0,235.1544356,2336.575035,2341.996323,0.0,2704770.81,10687.0,1026,1023.0,253.089811,2636.22886,2643.959736,0,258.30625,0.076270623,0.040643823,,True
90632,Hepatitis a vaccine adult dosage,Havrix*,Hepatitis A Virus Vaccine/PF*,38403.54,657.0,657.0,649.0,58.45287671,58.45287671,59.17340524,0.0,6230.07,95.0,95.0,88.0,65.57968421,65.57968421,70.79625,0.0,4945.47,77.0,77.0,69.0,64.22688312,64.22688312,71.67347826,0.0,7695.51,91.0,91.0,89.0,84.56604396,84.56604396,86.46640449,1.0,5938.06,89.0,89,84.0,66.71977528,66.71977528,70.69119048,0,70.46225,-0.211033505,0.033623016,-83.77735490009515,False
90653,"Influenza vaccine, inactivated",Fluad *,Flu Vacc TS(65up)/Mf59c/PF*,26330015.42,464590.0,464571.0,461258.0,56.6736594,56.67597724,57.08305421,0.0,2196936.46,40092.0,40091.0,39955.0,54.79737753,54.79874436,54.98526993,0.0,220713.69,3368.0,3365.0,3356.0,65.53256829,65.59099257,65.76689213,0.0,267141.4,2771.0,2771.0,2757.0,96.40613497,96.40613497,96.89568371,0.0,302904588.0,3772142.5,3772062,3768112.0,80.30040964,80.30212334,80.38630168,0,83.49,-0.167061208,0.091023553,-91.65615201907086,False
90656,"Influenza vaccine, trivalent, split virus, preservative-free, 0.5 ml dosage",Afluria *,Flu Vaccin TS 5yr Up/PF*,195295.27,6431.0,6431.0,6374.0,30.36779195,30.36779195,30.63935833,1.0,123380.75,4007.0,3993.0,3970.0,30.79130272,30.89926121,31.07827456,1.0,93738.25,1864.0,1859.0,1855.0,50.28876073,50.42401829,50.53274933,0.0,81812.57,1555.0,1554.0,1552.0,52.61258521,52.64644144,52.71428479,1.0,12757053.76,573301.0,573278,572197.0,22.25193007,22.25282282,22.29486306,0,22.35,-0.577060698,-0.074793622,-36.82348271926913,False
90657,"Influenza vaccine, trivalent, 0.25 ml dosage",Afluria Trivalent  (90657)*,Flu Vacc TS  (6 Mos Up)*,1392.0,57.0,57.0,57.0,24.42105263,24.42105263,24.42105263,0.0,12045.02,195.0,195.0,195.0,61.76933333,61.76933333,61.76933333,0.0,2062.93,63.0,63.0,63.0,32.74492064,32.74492064,32.74492064,0.0,2283.91,58.0,58.0,56.0,39.37775862,39.37775862,40.78410714,1.0,53322.69,785.0,785,781.0,67.92699363,67.92699363,68.27489117,1,10.929,0.725009143,0.291425934,765.3031609195403,False
90658,"Influenza vaccine, trivalent, 0.5 ml dosage",Afluria Trivalent  (90658)*,Flu Vacc TS  (6 Mos Up)*,904.2,77.0,77.0,77.0,11.74285714,11.74285714,11.74285714,0.0,3302.16,253.0,253.0,251.0,13.05201581,13.05201581,13.15601594,1.0,3092.39,248.0,247.0,245.0,12.46931452,12.51979757,12.622,1.0,2789.93,214.0,214.0,211.0,13.03705608,13.03705608,13.22241706,1.0,2681060.95,110632.0,110622,110344.0,24.23404576,24.23623646,24.29729709,1,21.858,0.85885875,0.198568988,265.2023888520239,False
90660,"Influenza vaccine, trivalent for nasal administration",Flumist Quad ,Flu Vacc Qv Live (2-49yrs),60536.32,767.0,767.0,757.0,78.9261017,78.9261017,79.96871863,0.0,9211.26,160.0,160.0,160.0,57.570375,57.570375,57.570375,0.0,563.56,14.0,14.0,13.0,40.25428571,40.25428571,43.35076923,1.0,884.96,25.0,25.0,25.0,35.3984,35.3984,35.3984,1.0,5916.56,158.0,158,158.0,37.44658228,37.44658228,37.44658228,1,28.871,0.057860872,-0.170057732,-84.7839115426904,False
90661,"Influenza vaccine, trivalent derived from cell cultures",Flucelvax Trivalent *,Flu Vac TS  (6ms Up) CELl*,10462.11,434.0,434.0,431.0,24.10624424,24.10624424,24.27403712,0.0,18390.04,701.0,701.0,698.0,26.23400856,26.23400856,26.34676218,0.0,10484.72,323.0,323.0,318.0,32.46043344,32.46043344,32.97081761,1.0,5602.92,106.0,106.0,104.0,52.85773585,52.85773585,53.87423077,1.0,13321948.99,572527.5,369247,368645.0,23.26866219,36.07869256,36.13760933,1,36.849,-0.559787005,-0.008801889,75.77754391800507,False
90662,"Influenza vaccine split virus, preservative free",Fluzone High-Dose *,Flu Vacc TS(65yr Up)/PF*,473373374.9,8280408.7,8270242.0,8112063.0,57.16787565,57.23815275,58.35425278,0.0,477053148.1,7674493.7,7674248.0,7631960.0,62.16086256,62.16285271,62.50729146,0.0,541191611.5,8178440.9,8168347.0,8069863.0,66.17295621,66.25472835,67.06329606,0.0,428126152.0,6190009.4,6189923.0,6134456.0,69.16405523,69.16502063,69.79040228,0.0,560437409.2,7038703.0,7038618,6956496.0,79.62225558,79.62321711,80.56317565,0,75.92525,0.151208606,0.086352093,0.7773511133315005,False
90670,"Pneumococcal vaccine, 13-valent",Prevnar 13,Pneumoc 13-Val Conj-Dip Crm/PF,282435113.8,1292895.1,1292858.0,1284878.0,218.4516855,218.4579542,219.8147324,0.0,129033793.8,559938.0,559848.0,555013.0,230.4430022,230.4800477,232.4878764,0.0,55181214.98,235723.5,235701.0,232092.0,234.0929733,234.1153198,237.7557821,0.0,13946103.9,59419.0,59404.0,58121.0,234.7078191,234.7670847,239.949483,0.0,3634911.5,16015.0,16000,15753.0,226.9691851,227.1819688,230.7440805,0,257.989,-0.032971351,0.009608213,-54.313827319866334,False
90671,"Pneumococcal conjugate vaccine, 15 valent (pcv15), for intramuscular use",Vaxneuvance,Pneumoc 15-Val Conj-Dip Crm/PF,,,,,,,,,,,,,,,,,5843123.82,24566.0,24565.0,24463.0,237.8541,237.8637826,238.8555705,0.0,9219596.56,39234.5,39235.0,38719.0,234.9869773,234.9839827,238.115565,0.0,3614802.22,16010.0,16009,15785.0,225.7840237,225.7981273,229.0023579,0,253.56,-0.039163675,-0.025703184,,True
90673,"Influenza vaccine, trivalent derived from recombinant dna",Flublok *,Flu Vac Tv (18yr Up)rcm/PF*,17741.37,334.0,334.0,334.0,53.11787425,53.11787425,53.11787425,1.0,4145.05,122.0,122.0,122.0,33.97581967,33.97581967,33.97581967,1.0,795.03,29.0,29.0,29.0,27.41482759,27.41482759,27.41482759,1.0,1259.17,32.0,23.0,23.0,39.3490625,54.74652174,54.74652174,1.0,21878827.63,292343.0,292323,292138.0,74.83958101,74.84470134,74.89209767,0,83.492,0.901940637,0.089488537,-76.63624624253933,False
90675,Rabies vaccine for injection into muscle,Imovax Rabies Vaccine*,"Rabies Vacc, Human Diploid/PF*",3457087.5,12608.0,11787.0,4153.0,274.1979299,293.2966404,832.4313749,0.0,3885925.58,12484.0,11615.0,4089.0,311.2724752,334.5609626,950.3364099,0.0,4466167.02,14765.0,13906.0,4889.0,302.4833742,321.168346,913.5134015,0.0,5634353.37,17131.0,16109.0,5657.0,328.8981011,349.7643162,995.9967067,0.0,6175724.75,18855.0,17719,6120.0,327.5377751,348.5368672,1009.105351,0,334.0355,-0.00413601,0.045440465,12.404605900197785,False
90677,"Pneumococcal conjugate vaccine, 20 valent (pcv20), for intramuscular use",Prevnar 20,Pneumoc 20-Val Conj-Dip Crm/PF,,,,,,,,,314629.93,1217.0,1213.0,1209.0,258.5291126,259.3816406,260.2398098,0.0,340356341.1,1258415.5,1258424.0,1252600.0,270.4641997,270.4623729,271.7198955,0.0,573754810.0,2098732.5,2098703.0,2084021.0,273.3815815,273.3854242,275.311434,0.0,524656641.6,1857574.5,1857441,1840975.0,282.4417764,282.4620764,284.9884662,0,295.693,0.033141205,0.029927117,,True
90684,Pcv21 vaccine im,Capvaxive,Pneumoc 21-Val Conj-Dip Crm/PF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10672527.65,33532.0,33532,33509.0,318.2788873,318.2788873,318.4973485,0,327.893,,,,True
90714,Diphtheria and tetanus vaccine (7 years or older),Tdvax*,"Tetanus, Diphtheria Tox,adult*",1706146.94,65798.5,65799.0,65700.0,25.92987591,25.92967887,25.96875099,0.0,1592124.46,61078.5,61078.0,60985.0,26.06685593,26.06706932,26.10682069,0.0,1654307.23,59414.0,59412.0,59316.0,27.84372757,27.84466488,27.88973009,0.0,1501910.56,52146.0,52145.0,52064.0,28.80202815,28.8025805,28.8473909,0.0,1396261.39,49954.5,49955,49876.0,27.9506629,27.95038315,27.99465454,0,27.37476828,-0.029559212,0.018938374,-6.683039855875485,False
90715,"Diphtheria, tetanus, and acellular pertussis vaccine (7 years or older)",Adacel TDAP*,"Diph,pertuss(Acell),tet Vac/PF*",1969587.81,59079.0,59077.0,58981.0,33.33820495,33.33933358,33.39359811,0.0,2045912.92,59201.0,59198.0,59128.0,34.5587561,34.56050745,34.60142268,0.0,2338103.27,64603.0,64603.0,64521.0,36.19186833,36.19186833,36.23786473,0.0,2644363.48,70521.0,70518.0,70418.0,37.49753237,37.4991276,37.55237979,0.0,3361294.55,88852.5,88854,88730.0,37.83005036,37.82941173,37.88227826,0,38.5745,0.00886773,0.032104513,3.875181883868375,False
90732,"Pneumococcal vaccine, 23-valent",Pneumovax 23,Pneumococcal 23-Val P-Sac Vac,221003653.3,1956348.5,1956181.0,1944760.0,112.9674254,112.9770984,113.6405794,0.0,142689613.9,1204786.0,1204705.0,1200530.0,118.4356507,118.4436139,118.8555171,0.0,92528579.03,743591.5,743538.0,740932.0,124.4346917,124.4436452,124.8813373,0.0,32491183.29,269452.5,259410.0,258434.0,120.5822299,125.2503114,125.7233309,0.0,13433735.34,105547.5,105525,104998.0,127.2766796,127.3038175,127.9427736,0,133.472,0.055517714,0.030264894,-35.435631144835924,False
90739,"Hepatitis b vaccine (hepb), cpg-adjuvanted, adult dosage, 2 dose or 4 dose schedule, for intramuscular use",Heplisav-B,Hepatitis B Vaccine/CPG1018/PF,1297881.09,9823.0,9810.0,6899.0,132.1267525,132.301844,188.1259733,0.0,6630528.69,46788.0,46486.0,25134.0,141.7143005,142.6349587,263.8071413,0.0,14638878.45,103460.5,103086.0,46695.0,141.4924387,142.006465,313.4999133,0.0,13053732.13,88287.0,87972.0,45195.0,147.8556541,148.3850786,288.8313338,0.0,12819155.71,82770.0,82522,43006.0,154.8768359,155.342281,298.0783079,0,164.291,0.047486732,0.040516393,410.87335666474655,False
90740,"Hepatitis b vaccine, dialysis or immunosuppressed patient dosage",Engerix-B Adult (90740)*,Hepatitis B Virus Vaccine/PF*,14210395.38,103381.0,102684.0,44414.0,137.4565479,138.3895775,319.9530639,0.0,6393447.88,45446.0,45015.0,25134.0,140.6823016,142.0292765,254.3744681,0.0,794906.13,5380.0,5226.0,3106.0,147.7520688,152.1060333,255.9259916,0.0,706513.4,4512.0,4438.0,2443.0,156.5854167,159.1963497,289.1990995,0.0,623151.59,3870.0,3702,2075.0,161.0210827,168.3283604,300.3140193,0,156.645,0.028327453,0.040349655,-55.008655923829764,False
90743,"Hepatitis b vaccine, adolescent dosage",Engerix-B Pediatric-Adolescent (90743)*,Hepatitis B Virus Vaccine/PF*,4923.02,92.0,92.0,83.0,53.51108696,53.51108696,59.31349398,0.0,1862.05,43.0,43.0,38.0,43.30348837,43.30348837,49.00131579,1.0,2358.81,47.0,47.0,46.0,50.18744681,50.18744681,51.27847826,1.0,5194.49,96.0,96.0,90.0,54.10927083,54.10927083,57.71655556,1.0,5222.26,87.0,87,71.0,60.02597701,60.02597701,73.55295775,1,75.145,0.109347365,0.029138597,-62.1766720427705,False
90744,"Hepatitis b vaccine, pediatric or adolescent dosage (3 dose schedule)",Engerix-B Pediatric-Adolescent (90744)*,Hepatitis B Virus Vaccine/PF*,26146.75,484.0,469.0,371.0,54.02221074,55.75,70.47641509,1.0,20949.69,390.0,382.0,310.0,53.71715385,54.84212042,67.57964516,1.0,17937.69,363.0,356.0,294.0,49.41512397,50.38676966,61.01255102,0.0,16684.47,337.0,335.0,285.0,49.50881306,49.80438806,58.542,1.0,19335.51,454.0,364,270.0,42.58922908,53.11953297,71.613,1,30.77,-0.139764691,-0.057715914,-19.87650472812109,False
90746,"Hepatitis b vaccine, adult dosage (3 dose schedule)",Engerix-B Adult (90746)*,Hepatitis B Virus Vaccine/PF*,4642357.15,67028.0,65467.0,44812.0,69.25996822,70.91140804,103.5962945,0.0,3457628.3,49492.0,48509.0,32607.0,69.86236766,71.2780783,106.0394486,0.0,3548913.66,51857.0,51223.0,34440.0,68.4365401,69.28359643,103.0462735,0.0,3482441.16,50866.0,50298.0,33747.0,68.46304329,69.23617559,103.1926145,0.0,2836742.14,40925.0,40534,27388.0,69.31562957,69.98426358,103.5760968,0,70.376,0.012453234,0.000200854,-25.51998503605007,False
90747,"Hepatitis b vaccine, dialysis or immunosuppressed patient dosage (4 dose schedule)",Engerix-B Adult (90747)*,Hepatitis B Virus Vaccine/PF*,14192000.08,103619.0,101913.0,47647.0,136.963299,139.2560329,297.8571595,0.0,10899188.24,78635.0,75655.0,36862.0,138.6047974,144.0643479,295.6754446,0.0,8631021.97,62887.0,60393.0,29335.0,137.2465211,142.9142777,294.2226681,0.0,8324925.12,60892.0,58264.0,28262.0,136.7162373,142.8828285,294.562491,0.0,7612143.04,55366.0,53353,25437.0,137.4876827,142.6750706,299.2547486,0,140.752,0.005642676,0.00095579,-23.201887129639868,False
90759,"Vaccine for hepatitis b (3 dose schedule) for injection into muscle, 10 mcg dosage",Prehevbrio,"Hepatitis B Virus Vac S,m,l/PF",,,,,,,,,,,,,,,,,3520.11,49.0,49.0,44.0,71.83897959,71.83897959,80.0025,0.0,21624.15,337.0,337.0,243.0,64.16661721,64.16661721,88.98827161,1.0,103440.84,1451.0,1451,1000.0,71.28934528,71.28934528,103.44084,0,73.815,0.11100364,-0.003832805,,True
91304,"Severe acute respiratory syndrome coronavirus 2 (covid-19) vaccine, recombinant spike protein nanoparticle, saponin-based adjuvant, preservative free, 5 mcg/0.5ml dosage, for intramuscular use",Novavax Covid  (Eua)*,Covid Vac  Xbb.1.5/Adj/PF*,,,,,,,,,,,,,,,,,3.26,299.0,299.0,257.0,0.01090301,0.01090301,0.012684825,0.0,3726639.33,26241.0,26241.0,26112.0,142.0159037,142.0159037,142.7174989,0.0,19688837.38,126008.0,126005,122756.0,156.2506935,156.2544136,160.3900207,0,151.5345,0.100233772,118.7120233,,True
91318,Sarscov2 vac 3mcg trs-suc im,PFizer Covid (6m-4y)eua*,Covid Vac (6mo-4y)raxt/PF*,,,,,,,,,,,,,,,,,,,,,,,,,93031.0,1560.0,1551.0,1212.0,59.63525641,59.98130239,76.75825083,0.0,140909.25,1756.0,1756,1683.0,80.24444761,80.24444761,83.72504456,1,65.55,0.345587366,0.345587366,,True
91319,Sarscv2 vac 10mcg trs-suc im,PFizer Covid (5-11y)eua*,Covid Vac  (5-11y)raxt/PF*,,,,,,,,,,,,,,,,,,,,,,,,,92328.74,1119.0,1118.0,1116.0,82.51004468,82.58384615,82.73184588,0.0,83265.37,1024.0,1024,989.0,81.31383789,81.31383789,84.19147624,0,87.78,-0.014497711,-0.014497711,,True
91320,Sarscv2 vac 30mcg trs-suc im,Comirnaty *,Covid Vac (12up)(Raxt)/PF*,,,,,,,,,,,,,,,,,,,,,,,,,439648107.1,3483633.0,3483473.0,3477245.0,126.2039104,126.2097071,126.4357579,0.0,696321610.6,4868122.0,4775156,4283296.0,143.0370091,145.8217513,162.5667735,0,137.29875,0.133380167,0.133380167,,True
91321,Sarscov2 vac 25 mcg/.25ml im,Moderna Covid (6m-11y)eua*,Covid Vac (6m-11y)andu/PF*,,,,,,,,,,,,,,,,,,,,,,,,,439032.51,3297.0,3297.0,3292.0,133.1612102,133.1612102,133.3634599,0.0,667106.49,4922.0,4915,4577.0,135.5356542,135.7286857,145.7519096,0,146.205,0.017831349,0.017831349,,True
91322,Sarscov2 vac 50 mcg/0.5ml im,Spikevax ,Covid Vac (12up)(Andu)/PF,,,,,,,,,,,,,,,,,,,,,,,,,509003634.9,3845043.5,3624074.0,3617850.0,132.3791616,140.4506737,140.6922993,0.0,596768492.1,3909180.0,3908871,3479068.0,152.6582281,152.6702959,171.5311377,0,149.853,0.153189265,0.153189265,,True
A9573,"Injection, gadopiclenol, 1 ml",Elucirem*,Gadopiclenol*,,,,,,,,,,,,,,,,,,,,,,,,,123883.14,18510.0,2028.0,1981.0,6.692768233,61.08636095,62.53565876,0.0,1173443.32,224968.5,25728,22982.0,5.216033889,45.60958178,51.05923418,0,4.401666667,-0.22064627,-0.22064627,,True
A9575,"Injection, gadoterate meglumine, 0.1 ml",Clariscan*,Gadoterate Meglumine*,5336992.31,29603383.9,206217.0,182668.0,0.180283184,25.88046723,29.21689792,0.0,6103025.84,37660878.6,260990.0,230542.0,0.162052137,23.38413671,26.47251191,0.0,5984473.98,41755234.7,294115.0,261463.0,0.143322724,20.34739466,22.88841626,0.0,6896401.97,49421826.6,331147.0,293436.0,0.139541625,20.82580235,23.50223548,0.0,6572192.22,54633146.8,361447,320075.0,0.120296791,18.18300393,20.5332882,0,0.11875,-0.137914647,-0.096195071,14.353281502105075,False
A9576,"Injection, gadoteridol, (prohance multipack), per ml",Prohance Multipack,Gadoteridol,328533.48,229576.8,16083.0,14789.0,1.431039548,20.42737549,22.21471905,0.0,373358.44,259189.4,18140.0,16586.0,1.440484989,20.58205292,22.51045701,0.0,405188.61,284381.5,20143.0,18389.0,1.424806501,20.11560393,22.03429278,0.0,435798.6,310339.0,21827.0,19839.0,1.404266302,19.9660329,21.96676244,0.0,407439.88,278177.0,19261,17496.0,1.464678532,21.15362027,23.28760174,0,1.4895,0.043020494,0.005825565,13.64395494790973,False
A9577,"Injection, gadobenate dimeglumine (multihance), per ml",Multihance,Gadobenate Dimeglumine,1189229.93,647424.5,49104.0,44577.0,1.836862723,24.21859584,26.67810597,0.0,1194925.12,659885.0,49926.0,45344.0,1.810808126,23.93392461,26.35244178,0.0,1053635.33,582440.8,42383.0,38462.0,1.808999868,24.85985725,27.39418985,0.0,887558.98,505987.0,36410.0,33120.0,1.754114197,24.37679154,26.79827838,0.0,683557.52,393561.6,27823,25306.0,1.73685014,24.5680739,27.01167786,0,1.82775,-0.009842037,-0.013898971,0.478897297850566,False
A9578,"Injection, gadobenate dimeglumine (multihance multipack), per ml",Multihance Multipack,Gadobenate Dimeglumine,95669.45,53107.0,3774.0,3372.0,1.801447079,25.34961579,28.37172301,0.0,107242.26,59462.0,4315.0,3815.0,1.803542767,24.85336269,28.11068414,0.0,98681.96,55834.0,4389.0,3948.0,1.767416986,22.483928,24.9954306,0.0,135341.0,75301.5,5681.0,5094.0,1.797321435,23.82344658,26.56870828,0.0,169200.49,96651.0,6704,6056.0,1.75063362,25.23873658,27.93931473,0,1.777,-0.02597633,-0.007127598,12.096661996070845,False
A9579,"Injection, gadolinium-based magnetic resonance contrast agent, not otherwise specified (nos), per ml",Magnevist*,Gadopentetate Dimeglumine*,1440140.22,953183.4,60961.0,53933.0,1.510874214,23.62395991,26.70239408,0.0,1464069.64,952748.0,60941.0,54418.0,1.536680885,24.02437833,26.90414275,0.0,1313795.36,852292.9,54382.0,49029.0,1.541483403,24.15864367,26.79629118,0.0,1193540.42,778919.9,52447.0,47221.0,1.532301871,22.75707705,25.27562779,0.0,1057553.43,717359.7,46545,41908.0,1.474230334,22.72109636,25.2351205,0,1.50525,-0.037898235,-0.006119297,1.6616034791389913,False
A9581,"Injection, gadoxetate disodium, 1 ml",Eovist,Gadoxetate Disodium,998811.68,70522.6,7255.0,5723.0,14.16300136,137.6721819,174.525892,0.0,1117690.95,78478.8,8032.0,6385.0,14.24194751,139.1547498,175.0494832,0.0,1152164.77,81051.4,8327.0,6618.0,14.21523589,138.3649298,174.0956135,0.0,1199615.49,85004.2,8683.0,6881.0,14.11242609,138.1567995,174.3373768,0.0,1301496.25,92253.0,9428,7513.0,14.10790164,138.0458475,173.2325636,0,14.74175,-0.000320601,-0.000974022,11.902070468378973,False
A9585,"Injection, gadobutrol, 0.1 ml",Gadavist*,Gadobutrol*,6005366.9,16649728.0,213541.0,185764.0,0.360688589,28.12278157,32.32793706,0.0,6792125.14,18823993.6,236245.0,203483.0,0.36082275,28.75034452,33.37932476,0.0,6535732.65,19708801.3,247507.0,213514.0,0.331614924,26.40625376,30.61032368,0.0,6720565.02,20378279.2,254770.0,218160.0,0.329790605,26.37894972,30.80567024,0.0,6698097.95,21367103.8,263032,224477.0,0.31347711,25.46495464,29.83868258,0,0.31875,-0.04946622,-0.034464252,13.100918779833407,False
A9589,"Instillation, hexaminolevulinate hydrochloride, 100 mg",Cysview,Hexaminolevulinate HCL,235935.1,202.0,202.0,138.0,1167.995545,1167.995545,1709.674638,0.0,390550.39,326.0,326.0,254.0,1198.007331,1198.007331,1537.599961,0.0,814140.58,677.0,677.0,485.0,1202.571019,1202.571019,1678.640371,0.0,551506.1,452.0,452.0,340.0,1220.146239,1220.146239,1622.076765,0.0,229319.72,174.0,174,129.0,1317.929425,1317.929425,1777.672248,0,1337.80725,0.080140547,0.030653642,65.53297495794395,False
J0121,"Injection, omadacycline, 1 mg",Nuzyra,Omadacycline Tosylate,1069624.38,330665.0,2619.0,192.0,3.234767454,408.4094616,5570.960313,0.0,1621500.85,493980.0,4198.0,262.0,3.28252328,386.2555622,6188.934542,0.0,1692372.93,499363.0,3779.0,309.0,3.389063527,447.8361815,5476.935049,0.0,2388812.48,665614.0,5368.0,376.0,3.58888557,445.0097765,6353.224681,0.0,3731517.84,1003515.0,8697,445.0,3.718447497,429.0580476,8385.433348,0,3.7725,0.03610088,0.035451227,51.5953525666646,False
J0122,"Injection, eravacycline, 1 mg",Xerava,Eravacycline Di-Hydrochloride,117915.49,117378.0,526.0,56.0,1.004579138,224.1739354,2105.63375,0.0,83663.28,82406.0,477.0,41.0,1.015257142,175.394717,2040.567805,0.0,176422.6,147596.0,851.0,61.0,1.195307461,207.3121034,2892.173771,0.0,108176.55,99924.0,661.0,46.0,1.082588267,163.6559002,2351.66413,0.0,146105.24,127345.0,639,59.0,1.14731823,228.646698,2476.36,0,1.1655,0.059791857,0.033772404,-29.04810046585059,False
J0129,"Injection, abatacept, 10 mg (code may be used for medicare when drug administered under the direct supervision of a physician, not for use when drug is self administered)",Orencia*,Abatacept*,1023005572.0,19061499.0,251059.0,29767.0,53.66868429,4074.761597,34367.10357,0.0,988943741.6,20110414.6,265060.0,31429.0,49.17570131,3731.018417,31465.9627,0.0,903326016.6,20878083.6,276427.0,31922.0,43.26671135,3267.864632,28297.91418,0.0,902527109.8,21382189.0,283648.0,32541.0,42.20929437,3181.856067,27735.07605,0.0,930380810.7,21903532.0,291579,33154.0,42.47629153,3190.83614,28062.40003,0,43.29175,0.006325554,-0.056794312,-3.32958405430855,False
J0131,"Injection, acetaminophen, not otherwise specified,10 mg",Acetaminophen (J0131),Acetaminophen,30502.71,45651.0,763.0,345.0,0.668171782,39.97733945,88.41365217,0.0,16135.58,28484.0,529.0,386.0,0.566478725,30.50204159,41.80202073,0.0,15612.39,27177.0,498.0,371.0,0.574470692,31.35018072,42.08191375,0.0,11298.71,91575.0,1571.0,905.0,0.123382037,7.19204965,12.48476243,0.0,10572.08,148015.0,2203,1241.0,0.071425734,4.798946891,8.519000806,0,0.04775,-0.42110103,-0.428203299,-47.101159208476886,False
J0132,"Injection, acetylcysteine, 100 mg",Acetadote*,Acetylcysteine*,332.86,324.0,265.0,63.0,1.027345679,1.256075472,5.283492064,0.0,121.41,133.0,104.0,36.0,0.912857143,1.167403846,3.3725,0.0,280.88,376.0,201.0,52.0,0.747021277,1.397412935,5.401538462,0.0,395.68,525.0,283.0,92.0,0.753676191,1.398162544,4.300869565,0.0,678.66,1099.0,769,190.0,0.617525023,0.882522757,3.571894737,0,0.65325,-0.180649421,-0.119489599,-63.52520579222496,False
J0133,"Injection, acyclovir, 5 mg",Acyclovir Sodium,Acyclovir Sodium,46564.18,747490.0,554.0,201.0,0.062294051,84.05086643,231.6625871,0.0,29577.72,767645.0,615.0,202.0,0.038530467,48.09385366,146.4243564,0.0,29190.62,759898.0,509.0,158.0,0.038413866,57.34895874,184.7507595,0.0,29564.59,637958.0,429.0,148.0,0.046342534,68.91512821,199.7607432,0.0,28528.32,630256.0,477,167.0,0.045264654,59.80779874,170.8282635,0,0.045,-0.023258961,-0.076731201,-36.47967171332127,False
J0134,"Injection, acetaminophen (fresenius kabi), not therapeutically equivalent to j0131, 10 mg",Acetaminophen (J0134),Acetaminophen,,,,,,,,,,,,,,,,,,,,,,,,,538.77,5500.0,55.0,,0.097958182,9.795818182,,0.0,105411.1,2303284.0,23194,21935.0,0.045765568,4.544757265,4.805612036,0,0.046687523,-0.532805051,-0.532805051,,True
J0136,"Injection, acetaminophen (b braun), not therapeutically equivalent to j0131, 10 mg",Acetaminophen (J0136),Acetaminophen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113255.92,2188138.0,21914,20446.0,0.051759039,5.168199325,5.539270273,0,0.0515,,,,True
